sample_size,repeat,model,class,precision,recall,f1_score,support
1400,2,FS_PCA_RBF_SVM,3,0.9122807017543859,0.8666666666666667,0.8888888888888888,60.0
1400,2,FS_PCA_RBF_SVM,4,1.0,0.8833333333333333,0.9380530973451328,60.0
1400,2,FS_PCA_RBF_SVM,5,1.0,0.95,0.9743589743589743,60.0
1400,2,FS_PCA_RBF_SVM,6,0.8656716417910447,0.9666666666666667,0.9133858267716536,60.0
1400,2,FS_PCA_RBF_SVM,7,0.9523809523809523,1.0,0.975609756097561,60.0
1400,2,FS_PCA_RandomForest,1,0.8405797101449275,0.9666666666666667,0.8992248062015504,60.0
1400,2,FS_PCA_RandomForest,2,0.9074074074074074,0.8166666666666667,0.8596491228070176,60.0
1400,2,FS_PCA_RandomForest,3,0.8846153846153846,0.7666666666666667,0.8214285714285714,60.0
1400,2,FS_PCA_RandomForest,4,0.9649122807017544,0.9166666666666666,0.9401709401709402,60.0
1400,2,FS_PCA_RandomForest,5,1.0,0.9333333333333333,0.9655172413793104,60.0
1400,2,FS_PCA_RandomForest,6,0.8115942028985508,0.9333333333333333,0.8682170542635659,60.0
1400,2,FS_PCA_RandomForest,7,0.9365079365079365,0.9833333333333333,0.959349593495935,60.0
700,0,FS_PCA_L1_Logistic,1,0.8,0.9333333333333333,0.8615384615384616,30.0
700,0,FS_PCA_L1_Logistic,2,0.84,0.7,0.7636363636363637,30.0
700,0,FS_PCA_L1_Logistic,3,0.75,0.9,0.8181818181818182,30.0
700,0,FS_PCA_L1_Logistic,4,0.9666666666666667,0.9666666666666667,0.9666666666666667,30.0
700,0,FS_PCA_L1_Logistic,5,0.8,0.8,0.8,30.0
700,0,FS_PCA_L1_Logistic,6,0.7083333333333334,0.5666666666666667,0.6296296296296297,30.0
700,0,FS_PCA_L1_Logistic,7,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
700,0,FS_PCA_Shrinkage_LDA,1,0.8125,0.8666666666666667,0.8387096774193549,30.0
700,0,FS_PCA_Shrinkage_LDA,2,1.0,0.6666666666666666,0.8,30.0
700,0,FS_PCA_Shrinkage_LDA,3,0.696969696969697,0.7666666666666667,0.7301587301587301,30.0
700,0,FS_PCA_Shrinkage_LDA,4,0.967741935483871,1.0,0.9836065573770492,30.0
700,0,FS_PCA_Shrinkage_LDA,5,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0
700,0,FS_PCA_Shrinkage_LDA,6,0.6,0.7,0.6461538461538462,30.0
700,0,FS_PCA_Shrinkage_LDA,7,0.8928571428571429,0.8333333333333334,0.8620689655172413,30.0
